trade_id,strategy_name,symbol,side,entry_date,entry_price,current_price,proposed_dollars,shares,stop_price,target_price,holding_days,unrealized_pnl_dollars,unrealized_pnl_percent,distance_to_stop_percent,distance_to_target_percent,status
2026-08-03|LONG|AMZN|MM-0013,MM-0013,AMZN,LONG,2026-08-03,284.85,285.64,700.0,2.45743374,265.1726,314.3661,1,1.94,0.2773,-7.1655,10.0567,OPEN
