symbol,side,role,strategy_name,scanner_score,atr_percent,starting_capital,base_allocation_dollars,base_allocation_percent,risk_score,risk_level,market_regime,risk_multiplier,regime_multiplier,confidence_multiplier,volatility_multiplier,exposure_multiplier,heat_multiplier,raw_recommended_dollars,stop_risk_limited_dollars,final_recommended_dollars,final_recommended_percent,estimated_shares,entry_reference_price,suggested_stop,suggested_target,estimated_stop_risk_dollars,estimated_stop_risk_percent_of_account,decision,reasons,shadow_only
AMZN,LONG,LONG,MM-0013,93.675,3.4444,2000.0,700.0,35.0,15,LOW,BULL,1.0,1.0,0.9494,0.8,0.8,0.85,361.53,725.81,361.53,18.0766,1.2656894,285.64,265.9626,315.1561,24.91,1.2453,SIZE_CALCULATED,"Position size adjusted using risk, market regime, scanner confidence, volatility, exposure, and portfolio heat.",True
