timestamp_utc,symbol,prediction,probability_up,price,action,reason,order_id,paper_trading
2026-07-14T16:17:36.663726+00:00,GLD,1,0.848291,372.92,BUY,Bullish AI signal at 84.8% confidence.,c84b5c49-7a15-4ad7-896c-4abe35b9b472,True
