rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,train_return_percent,test_return_percent,test_drawdown_percent,test_profit_factor,test_win_rate,test_trade_count,robustness_ratio,score,status
351,ARENA-0901,EMA200+RelativeVolume,0.8,10,10,Balanced,3.0,8.0,0.4628,2.2003,1.1469,1.5667,39.3939,33,4.7544,33.8663,FINALIST
352,ARENA-0455,RelativeVolume,1.0,14,20,Conservative,2.0,6.0,2.1293,2.5719,0.826,1.7291,41.9355,31,1.2079,33.8036,FINALIST
353,ARENA-0458,RelativeVolume,1.0,14,30,Conservative,2.0,6.0,2.1293,2.5719,0.826,1.7291,41.9355,31,1.2079,33.8036,FINALIST
354,ARENA-0424,RelativeVolume,0.8,14,10,Balanced,3.0,8.0,1.3902,2.1697,1.1469,1.5509,40.0,35,1.5607,33.7393,FINALIST
355,ARENA-0569,SmoothedHeikenAshi,0.8,7,10,Conservative,2.0,6.0,3.817,3.2993,1.005,1.9523,44.4444,36,0.8644,33.5464,FINALIST
356,ARENA-0774,EMA200+RSI,1.0,10,30,Trend,4.0,10.0,-0.5915,6.415,1.6097,2.3967,41.4634,41,0.0,33.3331,FINALIST
357,ARENA-0148,EMA200,1.2,10,20,Balanced,3.0,8.0,-0.4488,6.3596,1.3821,2.229,45.6522,46,0.0,32.6974,FINALIST
358,ARENA-0595,SmoothedHeikenAshi,1.0,7,10,Balanced,3.0,8.0,0.3838,1.7647,1.0622,1.478,41.9355,31,4.5979,32.6884,FINALIST
359,ARENA-0771,EMA200+RSI,1.0,10,20,Trend,4.0,10.0,-0.3128,6.2251,1.6097,2.3564,41.4634,41,0.0,32.6311,FINALIST
360,ARENA-0571,SmoothedHeikenAshi,0.8,7,20,Balanced,3.0,8.0,2.8476,2.9079,1.1985,1.7685,44.4444,36,1.0212,32.5221,FINALIST
361,ARENA-0574,SmoothedHeikenAshi,0.8,7,30,Balanced,3.0,8.0,2.8476,2.9079,1.1985,1.7685,44.4444,36,1.0212,32.5221,FINALIST
362,ARENA-0796,EMA200+RSI,1.2,10,20,Balanced,3.0,8.0,-0.0985,5.7544,1.3537,2.3493,44.4444,36,0.0,32.3787,FINALIST
363,ARENA-0143,EMA200,1.2,7,30,Conservative,2.0,6.0,-0.542,5.9835,1.6047,2.3267,44.4444,45,0.0,32.2167,FINALIST
364,ARENA-0144,EMA200,1.2,7,30,Trend,4.0,10.0,-1.0062,6.5913,2.0722,2.2899,42.2222,45,0.0,32.0977,FINALIST
365,ARENA-0783,EMA200+RSI,1.0,14,30,Trend,4.0,10.0,-0.6125,6.1882,1.6097,2.2905,40.4762,42,0.0,31.9308,FINALIST
366,ARENA-0438,RelativeVolume,1.0,7,20,Trend,4.0,10.0,-1.1524,5.084,1.1242,2.3871,45.4545,33,0.0,31.8428,FINALIST
367,ARENA-0441,RelativeVolume,1.0,7,30,Trend,4.0,10.0,-1.6373,5.084,1.1242,2.3871,45.4545,33,0.0,31.8428,FINALIST
368,ARENA-0587,SmoothedHeikenAshi,0.8,14,10,Conservative,2.0,6.0,2.7533,2.6702,1.265,1.7365,45.9459,37,0.9698,31.3116,FINALIST
369,ARENA-0780,EMA200+RSI,1.0,14,20,Trend,4.0,10.0,-1.1179,5.9987,1.6097,2.252,40.4762,42,0.0,31.2437,FINALIST
370,ARENA-0914,EMA200+RelativeVolume,0.8,14,20,Conservative,2.0,6.0,0.1025,1.496,1.0987,1.4364,36.3636,33,14.5902,31.1969,FINALIST
371,ARENA-0917,EMA200+RelativeVolume,0.8,14,30,Conservative,2.0,6.0,0.1025,1.496,1.0987,1.4364,36.3636,33,14.5902,31.1969,FINALIST
372,ARENA-0596,SmoothedHeikenAshi,1.0,7,10,Conservative,2.0,6.0,1.9796,2.1669,1.0065,1.6804,41.9355,31,1.0946,31.1551,FINALIST
373,ARENA-0425,RelativeVolume,0.8,14,10,Conservative,2.0,6.0,2.2176,2.3679,1.0987,1.6786,40.0,35,1.0678,30.92,FINALIST
374,ARENA-0911,EMA200+RelativeVolume,0.8,14,10,Conservative,2.0,6.0,0.3936,1.3729,1.0987,1.402,36.3636,33,3.4878,30.6757,FINALIST
375,ARENA-0597,SmoothedHeikenAshi,1.0,7,10,Trend,4.0,10.0,0.3216,1.3707,1.1475,1.3393,41.9355,31,4.2619,30.6413,FINALIST
376,ARENA-0154,EMA200,1.2,14,10,Balanced,3.0,8.0,-0.9737,5.3905,1.0077,2.0754,48.8889,45,0.0,30.5092,FINALIST
377,ARENA-0568,SmoothedHeikenAshi,0.8,7,10,Balanced,3.0,8.0,4.3843,3.1326,1.1985,1.8267,44.4444,36,0.7145,30.3708,FINALIST
378,ARENA-0129,EMA200,1.0,14,10,Trend,4.0,10.0,-2.5215,6.0984,1.2116,1.9334,46.5517,58,0.0,30.1986,FINALIST
379,ARENA-0156,EMA200,1.2,14,10,Trend,4.0,10.0,-1.1689,5.4959,1.3686,2.06,48.8889,45,0.0,29.9658,FINALIST
380,ARENA-0196,RSI,1.0,7,30,Balanced,3.0,8.0,-0.2808,5.1097,1.1468,2.1829,42.8571,42,0.0,29.9611,FINALIST
381,ARENA-0760,EMA200+RSI,1.0,7,20,Balanced,3.0,8.0,-0.9205,5.1097,1.1468,2.1829,42.8571,42,0.0,29.9611,FINALIST
382,ARENA-0763,EMA200+RSI,1.0,7,30,Balanced,3.0,8.0,-1.1975,5.1097,1.1468,2.1829,42.8571,42,0.0,29.9611,FINALIST
383,ARENA-0140,EMA200,1.2,7,20,Conservative,2.0,6.0,-0.6205,5.3711,1.6047,2.1966,44.4444,45,0.0,29.9514,FINALIST
384,ARENA-0436,RelativeVolume,1.0,7,20,Balanced,3.0,8.0,-0.6816,4.7518,1.1224,2.2299,45.4545,33,0.0,29.9242,FINALIST
385,ARENA-0439,RelativeVolume,1.0,7,30,Balanced,3.0,8.0,-1.1688,4.7518,1.1224,2.2299,45.4545,33,0.0,29.9242,FINALIST
386,ARENA-0145,EMA200,1.2,10,10,Balanced,3.0,8.0,-0.7616,5.2881,1.0077,2.0356,47.8261,46,0.0,29.8804,FINALIST
387,ARENA-0141,EMA200,1.2,7,20,Trend,4.0,10.0,-1.4637,5.8532,2.0722,2.1537,42.2222,45,0.0,29.5322,FINALIST
388,ARENA-0910,EMA200+RelativeVolume,0.8,14,10,Balanced,3.0,8.0,0.0458,1.1966,1.1469,1.3114,36.3636,33,26.1215,29.5136,FINALIST
389,ARENA-0142,EMA200,1.2,7,30,Balanced,3.0,8.0,-1.5644,5.6625,1.7138,2.1177,42.2222,45,0.0,29.4898,FINALIST
390,ARENA-0795,EMA200+RSI,1.2,10,10,Trend,4.0,10.0,-0.6815,5.1628,1.7134,2.2118,44.4444,36,0.0,29.4657,FINALIST
391,ARENA-0127,EMA200,1.0,14,10,Balanced,3.0,8.0,-2.2176,5.8154,1.219,1.8997,46.5517,58,0.0,29.35,FINALIST
392,ARENA-0147,EMA200,1.2,10,10,Trend,4.0,10.0,-0.9572,5.3934,1.3686,2.0218,47.8261,46,0.0,29.3489,FINALIST
393,ARENA-0120,EMA200,1.0,10,10,Trend,4.0,10.0,-0.814,5.752,1.2116,1.9032,45.614,57,0.0,29.1709,FINALIST
394,ARENA-0447,RelativeVolume,1.0,10,20,Trend,4.0,10.0,-0.3086,4.817,1.3983,2.1967,43.75,32,0.0,29.1357,FINALIST
395,ARENA-0450,RelativeVolume,1.0,10,30,Trend,4.0,10.0,-0.7976,4.817,1.3983,2.1967,43.75,32,0.0,29.1357,FINALIST
396,ARENA-0793,EMA200+RSI,1.2,10,10,Balanced,3.0,8.0,-0.6354,4.8995,1.3537,2.1549,44.4444,36,0.0,29.1134,FINALIST
397,ARENA-0111,EMA200,1.0,7,10,Trend,4.0,10.0,-1.1046,5.641,1.1418,1.8892,44.8276,58,0.0,28.8806,FINALIST
398,ARENA-0570,SmoothedHeikenAshi,0.8,7,10,Trend,4.0,10.0,3.7947,2.8221,1.3474,1.691,44.4444,36,0.7437,28.696,FINALIST
399,ARENA-0118,EMA200,1.0,10,10,Balanced,3.0,8.0,-0.2563,5.5039,1.1468,1.8735,45.614,57,0.0,28.5503,FINALIST
400,ARENA-0448,RelativeVolume,1.0,10,30,Balanced,3.0,8.0,-0.3252,4.5131,0.9875,2.0758,43.75,32,0.0,28.2796,FINALIST
401,ARENA-0137,EMA200,1.2,7,10,Conservative,2.0,6.0,-0.6004,4.9156,1.6047,2.0975,44.4444,45,0.0,28.2474,FINALIST
402,ARENA-0109,EMA200,1.0,7,10,Balanced,3.0,8.0,-0.5485,5.3655,1.1468,1.8512,44.8276,58,0.0,28.0163,FINALIST
403,ARENA-0586,SmoothedHeikenAshi,0.8,14,10,Balanced,3.0,8.0,3.0525,2.4152,1.2777,1.6127,45.9459,37,0.7912,28.0032,FINALIST
404,ARENA-0192,RSI,1.0,7,10,Trend,4.0,10.0,-0.1745,4.4861,1.2684,2.0711,42.8571,42,0.0,27.6071,FINALIST
405,ARENA-0759,EMA200+RSI,1.0,7,10,Trend,4.0,10.0,-1.3702,4.4861,1.2684,2.0711,42.8571,42,0.0,27.6071,FINALIST
406,ARENA-0435,RelativeVolume,1.0,7,10,Trend,4.0,10.0,-1.1064,4.0698,1.1993,2.1208,45.4545,33,0.0,27.5524,FINALIST
407,ARENA-0205,RSI,1.0,10,30,Balanced,3.0,8.0,-0.005,4.7578,1.3537,2.0236,41.4634,41,0.0,27.4814,FINALIST
408,ARENA-0769,EMA200+RSI,1.0,10,20,Balanced,3.0,8.0,-0.7055,4.7578,1.3537,2.0236,41.4634,41,0.0,27.4814,FINALIST
409,ARENA-0772,EMA200+RSI,1.0,10,30,Balanced,3.0,8.0,-0.9831,4.7578,1.3537,2.0236,41.4634,41,0.0,27.4814,FINALIST
410,ARENA-0924,EMA200+RelativeVolume,1.0,7,20,Trend,4.0,10.0,-2.5274,4.0946,1.1242,2.128,41.9355,31,0.0,27.4395,FINALIST
411,ARENA-0927,EMA200+RelativeVolume,1.0,7,30,Trend,4.0,10.0,-2.6778,4.0946,1.1242,2.128,41.9355,31,0.0,27.4395,FINALIST
412,ARENA-0139,EMA200,1.2,7,20,Balanced,3.0,8.0,-1.8879,4.9165,1.7138,1.9761,42.2222,45,0.0,26.8648,FINALIST
413,ARENA-0211,RSI,1.0,14,20,Balanced,3.0,8.0,-0.145,4.5345,1.3537,1.9354,40.4762,42,0.0,26.2309,FINALIST
414,ARENA-0214,RSI,1.0,14,30,Balanced,3.0,8.0,-0.0043,4.5345,1.3537,1.9354,40.4762,42,0.0,26.2309,FINALIST
415,ARENA-0778,EMA200+RSI,1.0,14,20,Balanced,3.0,8.0,-1.2518,4.5345,1.3537,1.9354,40.4762,42,0.0,26.2309,FINALIST
416,ARENA-0781,EMA200+RSI,1.0,14,30,Balanced,3.0,8.0,-0.88,4.5345,1.3537,1.9354,40.4762,42,0.0,26.2309,FINALIST
417,ARENA-0190,RSI,1.0,7,10,Balanced,3.0,8.0,-0.0898,4.0566,1.1468,1.9431,42.8571,42,0.0,25.9366,FINALIST
418,ARENA-0757,EMA200+RSI,1.0,7,10,Balanced,3.0,8.0,-1.2632,4.0566,1.1468,1.9431,42.8571,42,0.0,25.9366,FINALIST
419,ARENA-0906,EMA200+RelativeVolume,0.8,10,20,Trend,4.0,10.0,-0.0317,3.9089,1.3225,2.0456,39.3939,33,0.0,25.8078,FINALIST
420,ARENA-0909,EMA200+RelativeVolume,0.8,10,30,Trend,4.0,10.0,-0.0317,3.9089,1.3225,2.0456,39.3939,33,0.0,25.8078,FINALIST
421,ARENA-0138,EMA200,1.2,7,10,Trend,4.0,10.0,-2.2226,4.5411,1.7004,1.9067,44.4444,45,0.0,25.8044,FINALIST
422,ARENA-0610,SmoothedHeikenAshi,1.0,10,30,Balanced,3.0,8.0,-0.0422,3.7153,1.0192,1.9855,41.9355,31,0.0,25.7247,FINALIST
423,ARENA-0922,EMA200+RelativeVolume,1.0,7,20,Balanced,3.0,8.0,-2.04,3.7655,1.1224,1.9845,41.9355,31,0.0,25.6361,FINALIST
424,ARENA-0925,EMA200+RelativeVolume,1.0,7,30,Balanced,3.0,8.0,-2.1912,3.7655,1.1224,1.9845,41.9355,31,0.0,25.6361,FINALIST
425,ARENA-0210,RSI,1.0,14,10,Trend,4.0,10.0,-0.7304,4.4445,1.6097,1.932,40.4762,42,0.0,25.5756,FINALIST
426,ARENA-0777,EMA200+RSI,1.0,14,10,Trend,4.0,10.0,-1.8762,4.4445,1.6097,1.932,40.4762,42,0.0,25.5756,FINALIST
427,ARENA-0444,RelativeVolume,1.0,10,10,Trend,4.0,10.0,-0.2407,3.7537,1.0645,1.9423,43.75,32,0.0,25.5577,FINALIST
428,ARENA-0136,EMA200,1.2,7,10,Balanced,3.0,8.0,-2.0656,4.2486,1.3406,1.852,44.4444,45,0.0,25.4118,FINALIST
429,ARENA-0588,SmoothedHeikenAshi,0.8,14,10,Trend,4.0,10.0,3.0562,2.1068,1.3474,1.4984,45.9459,37,0.6894,25.3312,FINALIST
430,ARENA-0578,SmoothedHeikenAshi,0.8,10,10,Conservative,2.0,6.0,3.4965,2.1749,1.265,1.5876,41.6667,36,0.622,25.2235,FINALIST
431,ARENA-0433,RelativeVolume,1.0,7,10,Balanced,3.0,8.0,-0.6355,3.5525,1.1975,1.9283,45.4545,33,0.0,24.9812,FINALIST
432,ARENA-0768,EMA200+RSI,1.0,10,10,Trend,4.0,10.0,-1.1188,4.1089,1.6097,1.9051,41.4634,41,0.0,24.7879,FINALIST
433,ARENA-0933,EMA200+RelativeVolume,1.0,10,20,Trend,4.0,10.0,-2.0529,3.7188,1.3964,1.9338,40.0,30,0.0,24.4646,FINALIST
434,ARENA-0936,EMA200+RelativeVolume,1.0,10,30,Trend,4.0,10.0,-2.2041,3.7188,1.3964,1.9338,40.0,30,0.0,24.4646,FINALIST
435,ARENA-0208,RSI,1.0,14,10,Balanced,3.0,8.0,-0.5944,4.009,1.3537,1.8264,40.4762,42,0.0,24.3076,FINALIST
436,ARENA-0775,EMA200+RSI,1.0,14,10,Balanced,3.0,8.0,-1.7186,4.009,1.3537,1.8264,40.4762,42,0.0,24.3076,FINALIST
437,ARENA-0223,RSI,1.2,7,30,Balanced,3.0,8.0,-0.1384,3.7144,1.3537,1.8886,41.1765,34,0.0,24.286,FINALIST
438,ARENA-0790,EMA200+RSI,1.2,7,30,Balanced,3.0,8.0,-0.2476,3.7144,1.3537,1.8886,41.1765,34,0.0,24.286,FINALIST
439,ARENA-0621,SmoothedHeikenAshi,1.0,14,30,Trend,4.0,10.0,-0.2962,3.6224,1.0915,1.83,40.625,32,0.0,24.037,FINALIST
440,ARENA-0616,SmoothedHeikenAshi,1.0,14,20,Balanced,3.0,8.0,-0.2434,3.4269,1.0915,1.8642,40.625,32,0.0,23.9201,FINALIST
441,ARENA-0619,SmoothedHeikenAshi,1.0,14,30,Balanced,3.0,8.0,-0.4775,3.4269,1.0915,1.8642,40.625,32,0.0,23.9201,FINALIST
442,ARENA-0931,EMA200+RelativeVolume,1.0,10,20,Balanced,3.0,8.0,-1.5632,3.4181,0.9875,1.8239,40.0,30,0.0,23.6994,FINALIST
443,ARENA-0934,EMA200+RelativeVolume,1.0,10,30,Balanced,3.0,8.0,-1.7152,3.4181,0.9875,1.8239,40.0,30,0.0,23.6994,FINALIST
444,ARENA-0219,RSI,1.2,7,10,Trend,4.0,10.0,-0.0901,3.7156,1.7134,1.8838,41.1765,34,0.0,23.6206,FINALIST
445,ARENA-0786,EMA200+RSI,1.2,7,10,Trend,4.0,10.0,-1.1193,3.7156,1.7134,1.8838,41.1765,34,0.0,23.6206,FINALIST
446,ARENA-0766,EMA200+RSI,1.0,10,10,Balanced,3.0,8.0,-1.0115,3.7082,1.3537,1.802,41.4634,41,0.0,23.61,FINALIST
447,ARENA-0920,EMA200+RelativeVolume,1.0,7,10,Conservative,2.0,6.0,-0.5383,2.9156,0.9832,1.9049,41.9355,31,0.0,23.5436,FINALIST
448,ARENA-0921,EMA200+RelativeVolume,1.0,7,10,Trend,4.0,10.0,-2.2405,3.1378,1.1993,1.873,41.9355,31,0.0,23.3547,FINALIST
449,ARENA-0618,SmoothedHeikenAshi,1.0,14,20,Trend,4.0,10.0,-0.0616,3.4375,1.0915,1.7884,40.625,32,0.0,23.3343,FINALIST
450,ARENA-0577,SmoothedHeikenAshi,0.8,10,10,Balanced,3.0,8.0,3.7694,2.0141,1.2777,1.5014,41.6667,36,0.5343,23.3134,FINALIST
451,ARENA-0923,EMA200+RelativeVolume,1.0,7,20,Conservative,2.0,6.0,-0.6955,2.8216,0.9079,1.8764,41.9355,31,0.0,23.2591,FINALIST
452,ARENA-0926,EMA200+RelativeVolume,1.0,7,30,Conservative,2.0,6.0,-0.8488,2.8216,0.9079,1.8764,41.9355,31,0.0,23.2591,FINALIST
453,ARENA-0787,EMA200+RSI,1.2,7,20,Balanced,3.0,8.0,-0.5755,3.4456,1.3537,1.8265,41.1765,34,0.0,23.2522,FINALIST
454,ARENA-0217,RSI,1.2,7,10,Balanced,3.0,8.0,-0.0805,3.4254,1.3537,1.8188,41.1765,34,0.0,23.1498,FINALIST
455,ARENA-0784,EMA200+RSI,1.2,7,10,Balanced,3.0,8.0,-1.1097,3.4254,1.3537,1.8188,41.1765,34,0.0,23.1498,FINALIST
456,ARENA-0454,RelativeVolume,1.0,14,20,Balanced,3.0,8.0,-0.4565,3.1303,1.0406,1.7319,41.9355,31,0.0,22.4884,FINALIST
457,ARENA-0457,RelativeVolume,1.0,14,30,Balanced,3.0,8.0,-0.7916,3.1303,1.0406,1.7319,41.9355,31,0.0,22.4884,FINALIST
458,ARENA-0929,EMA200+RelativeVolume,1.0,10,10,Conservative,2.0,6.0,-0.0794,2.7255,0.8481,1.8037,40.0,30,0.0,22.3967,FINALIST
459,ARENA-0932,EMA200+RelativeVolume,1.0,10,20,Conservative,2.0,6.0,-0.2589,2.6318,0.7727,1.7767,40.0,30,0.0,22.1247,FINALIST
460,ARENA-0935,EMA200+RelativeVolume,1.0,10,30,Conservative,2.0,6.0,-0.4129,2.6318,0.7727,1.7767,40.0,30,0.0,22.1247,FINALIST
461,ARENA-0456,RelativeVolume,1.0,14,20,Trend,4.0,10.0,-0.5926,3.1245,1.3983,1.7625,41.9355,31,0.0,22.0957,FINALIST
462,ARENA-0459,RelativeVolume,1.0,14,30,Trend,4.0,10.0,-0.9273,3.1245,1.3983,1.7625,41.9355,31,0.0,22.0957,FINALIST
463,ARENA-0453,RelativeVolume,1.0,14,10,Trend,4.0,10.0,-0.4291,2.8972,1.0424,1.7086,41.9355,31,0.0,21.8326,FINALIST
464,ARENA-0930,EMA200+RelativeVolume,1.0,10,10,Trend,4.0,10.0,-1.7434,2.7655,1.0645,1.702,40.0,30,0.0,21.2843,FINALIST
465,ARENA-0579,SmoothedHeikenAshi,0.8,10,10,Trend,4.0,10.0,3.7732,1.7069,1.3474,1.3975,41.6667,36,0.4524,20.9267,FINALIST
466,ARENA-0919,EMA200+RelativeVolume,1.0,7,10,Balanced,3.0,8.0,-1.7517,2.6252,1.1975,1.6939,41.9355,31,0.0,20.8991,FINALIST
467,ARENA-0451,RelativeVolume,1.0,14,10,Balanced,3.0,8.0,-0.2928,2.4127,1.0406,1.5681,41.9355,31,0.0,19.7429,FINALIST
468,ARENA-0928,EMA200+RelativeVolume,1.0,10,10,Balanced,3.0,8.0,-1.2521,2.2816,1.0627,1.5569,40.0,30,0.0,19.1585,FINALIST
469,ARENA-0613,SmoothedHeikenAshi,1.0,14,10,Balanced,3.0,8.0,-0.8675,2.2058,1.0915,1.5612,40.625,32,0.0,19.0533,FINALIST
470,ARENA-0915,EMA200+RelativeVolume,0.8,14,20,Trend,4.0,10.0,-0.4466,2.2561,1.3225,1.6047,36.3636,33,0.0,18.6716,FINALIST
471,ARENA-0918,EMA200+RelativeVolume,0.8,14,30,Trend,4.0,10.0,-0.4466,2.2561,1.3225,1.6047,36.3636,33,0.0,18.6716,FINALIST
472,ARENA-0913,EMA200+RelativeVolume,0.8,14,20,Balanced,3.0,8.0,-0.291,2.235,1.1469,1.5683,36.3636,33,0.0,18.6455,FINALIST
473,ARENA-0916,EMA200+RelativeVolume,0.8,14,30,Balanced,3.0,8.0,-0.291,2.235,1.1469,1.5683,36.3636,33,0.0,18.6455,FINALIST
474,ARENA-0604,SmoothedHeikenAshi,1.0,10,10,Balanced,3.0,8.0,-0.1151,1.9765,1.1217,1.5328,41.9355,31,0.0,18.446,FINALIST
475,ARENA-0615,SmoothedHeikenAshi,1.0,14,10,Trend,4.0,10.0,-0.9804,1.8429,1.0915,1.4291,40.625,32,0.0,17.2708,FINALIST
476,ARENA-0912,EMA200+RelativeVolume,0.8,14,10,Trend,4.0,10.0,-0.1104,1.7021,1.1487,1.4608,36.3636,33,0.0,16.7164,FINALIST
477,ARENA-0606,SmoothedHeikenAshi,1.0,10,10,Trend,4.0,10.0,-0.177,1.5817,1.207,1.389,41.9355,31,0.0,16.3567,FINALIST
478,ARENA-0688,BXStyle,1.0,10,20,Balanced,3.0,8.0,1.5668,4.549,1.0192,2.5107,46.4286,28,2.9035,43.9069,REJECT
479,ARENA-0691,BXStyle,1.0,10,30,Balanced,3.0,8.0,1.1719,4.549,1.0192,2.5107,46.4286,28,3.8817,43.9069,REJECT
480,ARENA-1174,EMA200+BXStyle,1.0,10,20,Balanced,3.0,8.0,0.657,4.549,1.0192,2.5107,46.4286,28,6.9239,43.9069,REJECT
481,ARENA-1177,EMA200+BXStyle,1.0,10,30,Balanced,3.0,8.0,0.5016,4.549,1.0192,2.5107,46.4286,28,9.0689,43.9069,REJECT
482,ARENA-0693,BXStyle,1.0,10,30,Trend,4.0,10.0,1.572,4.7466,1.0026,2.3908,46.4286,28,3.0194,43.4073,REJECT
483,ARENA-1179,EMA200+BXStyle,1.0,10,30,Trend,4.0,10.0,0.8991,4.7466,1.0026,2.3908,46.4286,28,5.2794,43.4073,REJECT
484,ARENA-0671,BXStyle,0.8,14,20,Conservative,2.0,6.0,1.5447,3.8796,1.005,2.7294,51.8519,27,2.5116,43.2187,REJECT
485,ARENA-0674,BXStyle,0.8,14,30,Conservative,2.0,6.0,1.5447,3.8796,1.005,2.7294,51.8519,27,2.5116,43.2187,REJECT
486,ARENA-1157,EMA200+BXStyle,0.8,14,20,Conservative,2.0,6.0,0.6919,3.8796,1.005,2.7294,51.8519,27,5.6073,43.2187,REJECT
487,ARENA-1160,EMA200+BXStyle,0.8,14,30,Conservative,2.0,6.0,0.6919,3.8796,1.005,2.7294,51.8519,27,5.6073,43.2187,REJECT
488,ARENA-0697,BXStyle,1.0,14,20,Balanced,3.0,8.0,0.8545,4.2583,1.0915,2.3258,44.8276,29,4.9835,43.2055,REJECT
489,ARENA-0700,BXStyle,1.0,14,30,Balanced,3.0,8.0,0.6177,4.2583,1.0915,2.3258,44.8276,29,6.8933,43.2055,REJECT
490,ARENA-1183,EMA200+BXStyle,1.0,14,20,Balanced,3.0,8.0,0.0546,4.2583,1.0915,2.3258,44.8276,29,77.9967,43.2055,REJECT
491,ARENA-1186,EMA200+BXStyle,1.0,14,30,Balanced,3.0,8.0,0.0546,4.2583,1.0915,2.3258,44.8276,29,77.9967,43.2055,REJECT
492,ARENA-0679,BXStyle,1.0,7,20,Balanced,3.0,8.0,1.4917,4.3319,1.0192,2.4424,46.4286,28,2.9041,42.9911,REJECT
493,ARENA-0682,BXStyle,1.0,7,30,Balanced,3.0,8.0,1.0971,4.3319,1.0192,2.4424,46.4286,28,3.9484,42.9911,REJECT
494,ARENA-1165,EMA200+BXStyle,1.0,7,20,Balanced,3.0,8.0,0.6424,4.3319,1.0192,2.4424,46.4286,28,6.7438,42.9911,REJECT
495,ARENA-1168,EMA200+BXStyle,1.0,7,30,Balanced,3.0,8.0,0.487,4.3319,1.0192,2.4424,46.4286,28,8.8953,42.9911,REJECT
496,ARENA-0702,BXStyle,1.0,14,30,Trend,4.0,10.0,0.7542,4.4554,1.0915,2.2332,44.8276,29,5.9074,42.8708,REJECT
497,ARENA-1188,EMA200+BXStyle,1.0,14,30,Trend,4.0,10.0,0.1903,4.4554,1.0915,2.2332,44.8276,29,23.4138,42.8708,REJECT
498,ARENA-0690,BXStyle,1.0,10,20,Trend,4.0,10.0,1.9684,4.5597,1.0026,2.3369,46.4286,28,2.3164,42.6564,REJECT
499,ARENA-1176,EMA200+BXStyle,1.0,10,20,Trend,4.0,10.0,1.0551,4.5597,1.0026,2.3369,46.4286,28,4.3217,42.6564,REJECT
500,ARENA-0492,LinearRegression,0.8,7,20,Trend,4.0,10.0,1.2305,4.5439,0.8991,2.5999,40.7407,27,3.6929,42.6491,REJECT
501,ARENA-0495,LinearRegression,0.8,7,30,Trend,4.0,10.0,1.2305,4.5439,0.8991,2.5999,40.7407,27,3.6929,42.6491,REJECT
502,ARENA-0684,BXStyle,1.0,7,30,Trend,4.0,10.0,1.4969,4.5291,1.0026,2.3304,46.4286,28,3.0256,42.5506,REJECT
503,ARENA-1170,EMA200+BXStyle,1.0,7,30,Trend,4.0,10.0,0.8844,4.5291,1.0026,2.3304,46.4286,28,5.1211,42.5506,REJECT
504,ARENA-1175,EMA200+BXStyle,1.0,10,20,Conservative,2.0,6.0,2.1787,3.7959,1.0065,2.5019,46.4286,28,1.7423,42.4563,REJECT
505,ARENA-1178,EMA200+BXStyle,1.0,10,30,Conservative,2.0,6.0,2.0209,3.7959,1.0065,2.5019,46.4286,28,1.8783,42.4563,REJECT
506,ARENA-0699,BXStyle,1.0,14,20,Trend,4.0,10.0,0.9913,4.269,1.0915,2.1825,44.8276,29,4.3066,42.1182,REJECT
507,ARENA-1185,EMA200+BXStyle,1.0,14,20,Trend,4.0,10.0,0.1903,4.269,1.0915,2.1825,44.8276,29,22.4343,42.1182,REJECT
508,ARENA-0670,BXStyle,0.8,14,20,Balanced,3.0,8.0,0.997,4.0526,1.1985,2.5504,51.8519,27,4.0647,41.9363,REJECT
509,ARENA-0673,BXStyle,0.8,14,30,Balanced,3.0,8.0,0.997,4.0526,1.1985,2.5504,51.8519,27,4.0647,41.9363,REJECT
510,ARENA-1156,EMA200+BXStyle,0.8,14,20,Balanced,3.0,8.0,0.4426,4.0526,1.1985,2.5504,51.8519,27,9.156,41.9363,REJECT
511,ARENA-1159,EMA200+BXStyle,0.8,14,30,Balanced,3.0,8.0,0.4426,4.0526,1.1985,2.5504,51.8519,27,9.156,41.9363,REJECT
512,ARENA-0681,BXStyle,1.0,7,20,Trend,4.0,10.0,1.893,4.3426,1.0026,2.2766,46.4286,28,2.294,41.8003,REJECT
513,ARENA-1167,EMA200+BXStyle,1.0,7,20,Trend,4.0,10.0,1.0404,4.3426,1.0026,2.2766,46.4286,28,4.174,41.8003,REJECT
514,ARENA-0675,BXStyle,0.8,14,30,Trend,4.0,10.0,0.6889,4.3553,1.3474,2.4873,51.8519,27,6.3222,41.7924,REJECT
515,ARENA-1161,EMA200+BXStyle,0.8,14,30,Trend,4.0,10.0,0.1362,4.3553,1.3474,2.4873,51.8519,27,31.9885,41.7924,REJECT
516,ARENA-0510,LinearRegression,0.8,14,20,Trend,4.0,10.0,0.2915,3.7778,0.8991,2.2164,44.8276,29,12.9578,41.7562,REJECT
517,ARENA-0513,LinearRegression,0.8,14,30,Trend,4.0,10.0,0.2915,3.7778,0.8991,2.2164,44.8276,29,12.9578,41.7562,REJECT
518,ARENA-1184,EMA200+BXStyle,1.0,14,20,Conservative,2.0,6.0,2.2734,3.5073,1.0788,2.2855,44.8276,29,1.5428,41.4634,REJECT
519,ARENA-1187,EMA200+BXStyle,1.0,14,30,Conservative,2.0,6.0,2.2734,3.5073,1.0788,2.2855,44.8276,29,1.5428,41.4634,REJECT
